reconstructed,isv_id,isv_form,match_score,N,is_best,etm_info,cognates
pьrděti,1261,bzděti,66.66666666666667,4,False,"From Proto-Balto-Slavic *pirdḗˀtei, from Proto-Indo-European *pr̥d-éh₁-ye-ti, from *perd- (“to fart”).

","{'Belarusian': ['пярдзець', 'пердзець'], 'Russian': ['пердеть'], 'Ukrainian': ['пердіти'], 'Bulgarian': ['пърдя'], 'Macedonian': ['прди'], 'Cyrillic': ['прдети', 'прдјети'], 'Latin': ['prdeti', 'prdjeti'], 'Slovene': ['prdeti'], 'Czech': ['prdět'], 'Kashubian': ['pùrtac', 'pierdzec'], 'Polish': ['pierdzieć'], 'Slovak': ['prdieť'], 'Sorbian, Lower': ['pjerźeś']}"
pьsъ,10081,pes,66.66666666666667,4,True,"From Proto-Balto-Slavic *píśas. There are several possible theories.

Connection of the stem *pьs- with the root of *pьstrъ (“variegated”), and thus ultimately from Proto-Indo-European *piḱ- (whence also Sanskrit पिशङ्ग (piśáṅga, “reddish, tawny”), पिश (piśá, “a sort of deer”)), the zero-grade of *peyḱ- (“to paint, mark”) (whence *pьsati (“to write”)). Thus the semantic shift occurred ""spotted"" > ""dog"".
Proto-Indo-European *pḱ-o-, the zero-grade of the root *speḱ- (“to see, watch”) (by Meillet).
Proto-Indo-European *pḱ-u-; compare Sanskrit पशु (páśu, “cattle”).
","{'Old East Slavic': ['пьсъ', 'песъ'], 'Belarusian': ['пёс'], 'Russian': ['пёс'], 'Rusyn': ['пес'], 'Ukrainian': ['пес'], 'Cyrillic': ['пас'], 'Glagolitic': ['ⱂⱐⱄⱏ'], 'Bulgarian': ['пес'], 'Macedonian': ['пес'], 'Latin': ['pȁs'], 'Chakavian (Vrgada)': ['pȁs'], 'Kajkavian (Bednja)': ['pȅs'], 'Slovene': ['pəs (tonal orthography)'], 'Old Czech': ['pes'], 'Czech': ['pes'], 'Kashubian': ['pies'], 'Polabian': ['ṕås'], 'Polish': ['pies'], 'Slovak': ['pes'], 'Lower Sorbian': ['pjas'], 'Upper Sorbian': ['pos']}"
kry,5588,krȯv,66.66666666666667,4,True,"From Proto-Balto-Slavic *krū́ˀs, from Proto-Indo-European *kréwh₂s (“blood of a wound”).

","{'Old East Slavic': ['крꙑ'], 'Belarusian': ['кроў'], 'Russian': ['кровь'], 'Ukrainian': ['кров', 'крів (dialectal)'], 'Cyrillic': ['крв'], 'Glagolitic': ['ⰽⱃⱏⰺ'], 'Bulgarian': ['кръв'], 'Macedonian': ['крв'], 'Latin': ['kȓv'], 'Slavomolisano': ['krv'], 'Slovene': ['krȋ (tonal orthography)'], 'Old Czech': ['krev'], 'Czech': ['krev'], 'Moravian (Mistřice)': ['kréf'], 'Kashubian': ['krew', 'krëwia', 'krwia', 'krë'], 'Old Polish': ['kry'], 'Polish': ['krew'], 'Polabian': ['kråi'], 'Slovak': ['krv'], 'Lower Sorbian': ['kšej'], 'Upper Sorbian': ['krej']}"
zętь,17622,zęť,66.66666666666667,4,True,"From Proto-Balto-Slavic *źénˀtas,
*źénˀtis. A derivative of Proto-Indo-European *ǵenh₁- (“to produce, give birth”) (cf. *ǵénh₁tis (“birth, production”)) or Proto-Indo-European *ǵemH- (“to marry”) + *-tь. Akin to Lithuanian žéntas (“son-in-law”), Latvian znots (“son-in-law”), Sanskrit ज्ञाति (jñāti, “kinsman, relative”), possibly Proto-Indo-Iranian *ȷ́ā́mātā (“son-in-law”).

","{'Old East Slavic': ['зѧть'], 'Belarusian': ['зяць'], 'Russian': ['зять'], 'Ukrainian': ['зять', 'зєть (dialectal)'], 'Old Novgorodian': ['ꙁѧте'], 'Old Cyrillic': ['зѧть'], 'Glagolitic': ['ⰸⱔⱅⱐ'], 'Bulgarian': ['зет', 'зент (dialectal)'], 'Macedonian': ['зет'], 'Cyrillic': ['зет'], 'Latin': ['zȅt'], 'Slovene': ['zȅt (tonal orthography)'], 'Rovte dialect (Črni vrh, Idrija)': ['zȩt'], 'Old Czech': ['zět'], 'Czech': ['zeť'], 'Bohemian (Chod dialect)': ['zet'], 'Polabian': ['ząt'], 'Old Polish': ['zięć'], 'Polish': ['zięć'], 'Lesser Polish (Więciórka)': ['źęć'], 'Slovak': ['zať']}"
čapľa,1381,čaplja,66.66666666666667,3,True,"From earlier *čapja, from *čapati, thus originally meaning ""grabber"".

","{'Belarusian': ['чапля'], 'Russian': ['цапля', 'чапля', 'чапура'], 'Ukrainian': ['чапля'], 'Bulgarian': ['чапла'], 'Macedonian': ['чапја'], 'Cyrillic': ['чапља'], 'Latin': ['čȁplja'], 'Slovene': ['čȃplja (tonal orthography)'], 'Old Czech': ['čiepě', 'čěpě'], 'Czech': ['čáp', 'čapla'], 'Kashubian': ['czapla'], 'Polish': ['czapla'], 'Slovincian': ['čȧplă'], 'Upper Sorbian': ['čapla', 'čapula'], 'Lower Sorbian': ['capla']}"
moťь,6751,moć,66.66666666666667,3,True,"From Proto-Balto-Slavic *magtis, from Proto-Indo-European *mogʰtis (from *megʰ-), whence also Proto-Germanic *mahtiz (Gothic 𐌼𐌰𐌷𐍄𐍃 (mahts, “power, might”), Old English miht). Equivalent to *moťi +‎ *-tь.

","{'Old East Slavic': ['мочь'], 'Russian': ['мочь'], 'Ukrainian': ['міч (dated)'], 'Old Church Slavonic': ['мощь'], '→ Russian': ['мощь'], 'Bulgarian': ['мощ'], 'Macedonian': ['моќ'], 'Cyrillic': ['моћ'], 'Latin': ['mȏć'], 'Slovene': ['mọč (tonal orthography)'], 'Old Czech': ['moc'], 'Czech': ['moc'], 'Moravian (Mistřice)': ['moc'], 'Polish': ['moc'], '→ Belarusian': ['моц'], '→ Ukrainian': ['міць'], 'Slovak': ['moc']}"
sětь,13565,sěť,66.66666666666667,3,True,"Inherited from Proto-Balto-Slavic *sáiˀtas (“tie, cord”), from Proto-Indo-European *sh₂oy-tó-s, from the root *sh₂ey- (“to bind, fetter”). Cognate to Proto-Germanic *saidô (“band”).

","{'Old East Slavic': ['сѣть'], 'Belarusian': ['сець'], 'Russian': ['сеть'], 'Ukrainian': ['сіть'], 'Old Cyrillic': ['сѣть'], 'Glagolitic': ['ⱄⱑⱅⱐ'], '⇒ Cyrillic': ['сетити'], '⇒ Latin': ['sȅtiti'], 'Old Czech': ['siet'], 'Czech': ['síť'], 'Polabian': ['sect'], 'Polish': ['sieć'], 'Slovak': ['sieť'], 'Lower Sorbian': ['seś'], 'Upper Sorbian': ['syć']}"
gorěti,3138,gorěti,66.66666666666667,3,True,"From Proto-Balto-Slavic *garḗˀtei, from Proto-Indo-European *gʷʰor-, from *gʷʰer-. Baltic cognates include Lithuanian garė́ti (“to evaporate, breathe out”). Indo-European cognates include Ancient Greek θερμός (thermós, “warm”), Sanskrit घृण (ghṛṇá, “heat, glow”), Albanian ngroh (“to heat”), Latvian grēmens (“heartburn”), and possibly English warm.

","{'Old East Slavic': ['горѣти'], 'Old Ruthenian': ['горѣти[3]'], 'Belarusian': ['гарэць'], 'Ukrainian': ['горіти'], 'Russian': ['гореть'], 'Cyrillic': ['горети', 'горјети'], 'Glagolitic': ['ⰳⱁⱃⱑⱅⰻ'], 'Bulgarian': ['горя'], 'Macedonian': ['гори'], 'Latin': ['gòreti', 'gòrjeti'], 'Slovene': ['gorẹti (tonal orthography)'], 'Old Czech': ['hořěti'], 'Czech': ['hořet'], 'Bohemian (Chod dialect)': ['hořít'], 'Polish': ['gorzeć'], 'Silesian': ['goreć'], 'Slovak': ['horieť']}"
prorokъ,12114,prorok,66.66666666666667,3,True,"From *pro- +‎ *reťi.

","{'Old East Slavic': ['пророкъ'], 'Russian': ['пророк'], 'Old Belarusian': ['пророкъ[1]'], 'Belarusian': ['прарок'], 'Old Cyrillic': ['пророкъ'], 'Glagolitic': ['ⱂⱃⱁⱃⱁⰽⱏ'], 'Bulgarian': ['пророк'], 'Macedonian': ['пророк'], 'Cyrillic': ['пророк'], 'Latin': ['pròrok'], 'Chakavian (Vrgada)': ['prorȍk'], 'Slovene': ['prórok', 'prérok (tonal orthography)'], 'Old Czech': ['prorok'], 'Czech': ['prorok'], 'Old Polish': ['prorok'], 'Polish': ['prorok'], 'Lower Sorbian': ['prorok']}"
soliti,14092,soliti,66.66666666666667,3,True,"From *solь +‎ *-iti.

","{'Belarusian': ['саліць'], 'Russian': ['солить'], 'Bulgarian': ['соля'], 'Macedonian': ['соли'], 'Cyrillic': ['солити'], 'Latin': ['sòliti'], 'Czech': ['solit'], 'Polish': ['solić']}"
koliko,5079,koliko,66.66666666666667,3,True,"(This etymology is missing or incomplete. Please add to it, or discuss it at the Etymology scriptorium.)

","{'Belarusian': ['колькі'], 'Russian': ['сколько'], 'Rusyn': ['кілько'], 'Ukrainian': ['скільки', 'Ukrainian'], 'Old Church Slavonic': ['колико'], 'Bulgarian': ['колко'], 'Macedonian': ['колку'], 'Cyrillic': ['колѝко'], 'Latin': ['kolìko'], 'Slovene': ['kọliko', 'kọliko (tonal orthography)'], 'Czech': ['kolik'], 'Kashubian': ['kùlkò', 'kùli', 'kùle'], 'Polish': ['kilka', 'kielko (dialectal)'], 'Slovak': ['koľko'], 'Upper Sorbian': ['kelko']}"
jьmę,3678,imę,66.66666666666667,3,True,"From Proto-Balto-Slavic *inˀmen, from Proto-Indo-European *h₁nómn̥.

","{'Old East Slavic': ['имѧOld Ruthenian'], 'Cyrillic': ['име'], 'Glagolitic': ['ⰹⰿⱔ'], 'Bulgarian': ['име'], 'Macedonian': ['име'], 'Latin': ['ime'], 'Slovene': ['imẹ (tonal orthography)'], 'Old Czech': ['jmě'], 'Czech': ['jméno'], 'Kashubian': ['miono'], 'Polabian': ['jaimă', 'jaimą'], 'Polish': ['imię', 'miano'], 'Silesian': ['mjano'], 'Slovak': ['meno'], 'Slovincian': ['mjuono', ""ïmją (in the Lord's Prayer)""], 'Lower Sorbian': ['mě'], 'Upper Sorbian': ['mjeno', 'imje', 'mje']}"
dušiti,1704,daviti,66.66666666666667,3,False,,"{'Belarusian': ['душыць'], 'Russian': ['душить'], 'Ukrainian': ['душити'], 'Bulgarian': ['душа'], 'Macedonian': ['души (literary)', 'гуши'], 'Cyrillic': ['душити (literary)', 'гушити'], 'Latin': ['dúšiti (literary)', 'gúšiti'], 'Slovene': ['dušíti', 'dušȋti (tonal orthography)'], 'Czech': ['dusit'], 'Polish': ['dusić'], 'Slovak': ['dusiť']}"
sěti,13490,sějati,66.66666666666667,3,True,,"{'Belarusian': ['сеяць'], 'Russian': ['сеять', 'сѣять→ Kildin Sami'], 'Ukrainian': ['сіяти'], 'Old Church Slavonic': ['сѣти', 'сѣꙗти', 'сѣати', 'сиѣти', 'сѣѣти'], 'Bulgarian': ['сея'], 'Macedonian': ['сее'], 'Cyrillic': ['сијати', 'сејати'], 'Latin': ['sijati', 'sȅjati'], 'Chakavian (Vrgada)': ['sijati'], 'Chakavian (Orbanići)': ['sȅjat'], 'Slovene': ['sejáti (tonal orthography)'], 'Old Czech': ['sieti'], 'Czech': ['sít'], 'Polabian': ['sejôt'], 'Polish': ['siać'], 'Slovak': ['siať'], 'Lower Sorbian': ['seś'], 'Upper Sorbian': ['syć']}"
gǫsь,3326,gųś,66.66666666666667,3,True,"Etymology disputed. Two theories:

From Proto-Balto-Slavic *gansís (the presence of *-s- at the root blocks satemization), from Proto-Indo-European *ǵʰh₂éns.[1][2]
A direct inheritance from Proto-Balto-Slavic *gansís, from Proto-Indo-European *ǵʰh₂éns, citing the accentuation matching (i-stem with mobile accentuation) with that of the Baltic equivalent as well as the formal match between *gǫserъ (“gander”) with Latin ānser.[3]
Alternatively, borrowed from unattested Gothic *𐌲𐌰𐌽𐍃 (*gans) (due to its apparent ""centum"" character), from Proto-Germanic *gans, from Proto-Indo-European *ǵʰh₂éns.
","{'Old East Slavic': ['гусь'], 'Old Ruthenian': ['гꙋсь', 'кгꙋсь'], 'Belarusian': ['гусь'], '⇒ Rusyn': ['гуска'], '⇒ Ukrainian': ['гуска'], 'Russian': ['гусь'], 'Old Cyrillic': ['гѫсь'], 'Glagolitic': ['ⰳⱘⱄⱐ'], '⇒ Bulgarian': ['гъска'], '→ Romanian': ['gâscă'], 'Macedonian': ['гуска'], 'Cyrillic': ['гуска'], 'Latin': ['gȕska'], 'Slovene': ['gọs (tonal orthography)'], 'Old Czech': ['hus'], 'Czech': ['husa'], 'Kashubian': ['gãs'], 'Polabian': ['gǫs'], 'Polish': ['gęś', 'gąska'], 'Slovak': ['hus'], 'Slovincian': ['gąs'], 'Lower Sorbian': ['gus'], 'Upper Sorbian': ['hus', 'huso']}"
šьvъ,14928,šev,66.66666666666667,3,True,"Ultimately equivalent to *šiti (“to sew”) +‎ *-vъ.

","{'Russian': ['шов'], 'Russian Church Slavonic': ['шьвъ'], 'Bulgarian': ['шев'], 'Macedonian': ['шев'], 'Cyrillic': ['шав'], 'Latin': ['šȁv'], 'Slovene': ['šèv (tonal orthography)'], 'Czech': ['šev'], 'Polish': ['szew'], 'Slovak': ['šev'], 'Upper Sorbian': ['šow'], 'Lower Sorbian': ['šaw']}"
polěno,10649,polěno,66.66666666666667,3,True,"Related to *polěti (“to burn”), which is akin to *paliti.

","{'Old East Slavic': ['полѣно'], 'Belarusian': ['полено'], 'Russian': ['полено'], 'Ukrainian': ['поліно'], 'Old Cyrillic': ['полѣно'], 'Macedonian': ['полено'], 'Slovene': ['polẹnọ (tonal orthography)'], 'Czech': ['poleno'], 'Polish': ['polano'], 'Slovak': ['роlеnо']}"
mědь,6399,měď,66.66666666666667,3,True,"Perhaps related to Proto-Germanic *smiþaz, Ancient Greek σμῑ́λη (smī́lē), Proto-Celtic *mēnis, from Proto-Indo-European *(s)meh₁y- (“to mince, to twist”). Bernecker conjectures a possible relation between the Slavic term and Hittite [script needed] (miti-, “reddish”). The later may be the origin[1] of the name of the mythical King Μίδας (Mídas) (of Phrygian origin) who, according to the legend, was cursed to transform any object he touched into gold. Possibly cognate with ""medъ""

","{'Old East Slavic': ['мѣдь'], 'Belarusian': ['медзь'], 'Russian': ['медь'], 'Rusyn': ['мідь'], 'Ukrainian': ['мідь'], 'Cyrillic': ['мјед', 'мед'], 'Glagolitic': ['ⰿⱑⰴⱐ'], 'Bulgarian': ['мед'], 'Latin': ['mjȅd', 'mȅd'], 'Slovene': ['mẹd (tonal orthography)'], 'Old Czech': ['měd'], 'Czech': ['měď'], 'Polish': ['miedź'], 'Slovak': ['meď'], 'Lower Sorbian': ['měź'], 'Upper Sorbian': ['mjedź']}"
kvisti,1355,cvěsti,66.66666666666667,3,True,"From Proto-Balto-Slavic *kweistei. Related to Latvian kvitêt (“to shimmer, to glimmer”).

Per Derksen, from Proto-Indo-European *ḱweyt-, where Proto-Indo-European *ḱw- is depalatalized to *kw- in Balto-Slavic before a back vowel but has its regular reflex św- before a front vowel, and the complex pattern of related Proto-Slavic words with *kv- and *sv- (see Related terms, below) is due to analogical changes in both directions.
Per Rix (LIV), there are two separate roots, Proto-Indo-European *ḱweyt- (“to become bright”) and Proto-Indo-European *kweyt- (“to shine”), the latter found only in Balto-Slavic.
Chernykh refers to a substitution of ""West-European"" *k in place of *ḱ-, presumably suggesting a borrowing from a Centum language to the West of Proto-Balto-Slavic.
Trubachev's theory is of ""secondary centumization"", which appears to be essentially the same as Chernykh's.
","{'Old East Slavic': ['цвьсти'], 'Belarusian': ['цвісці', 'цьвісьці (Tarashkevitsa orthography)'], 'Russian': ['цвести', 'цвѣсти (obsolete)'], 'Ukrainian': ['квісти', 'цвісти'], 'Cyrillic': ['цвасти'], 'Glagolitic': ['[Term?]'], 'Bulgarian': ['цъфтя', 'цъвтя (obsolete)'], 'Macedonian': ['цвета'], 'Latin': ['cvàsti'], 'Chakavian (Orbanići)': ['cvãs'], 'Slovene': ['cvèsti', 'cvesti', 'cvésti (tonal orthography)'], 'Old Czech': ['kvisti'], 'Czech': ['kvésti (archaic)', 'kvést'], 'Old Polish': ['kwiść'], 'Polish': ['kwiść (archaic or dialectal)'], 'Lower Sorbian': ['kwisć'], 'Upper Sorbian': ['1sg. ktu (infinitive kćěć is from *kvьtěti)']}"
rysь,13316,ryś,66.66666666666667,3,True,"From Proto-Indo-European *lewk-. Cognate with Latvian lūsis, Lithuanian lūšis and Old Prussian luysis. Further Indo-European cognates are Ancient Greek λύγξ (lúnx), Armenian լուսան (lusan), German Luchs and Old English lox. Note the rhotacism of the initial consonant from ""l"" to ""r"" due to Iranian influence, while the other Indo-European cognates did not undergo this change.

","{'Old East Slavic': ['рꙑсь'], 'Old Ruthenian': ['рысьBelarusian'], 'Russian': ['рысь'], 'Old Church Slavonic': ['рꙑсь'], 'Bulgarian': ['рис'], 'Macedonian': ['рис'], 'Cyrillic': ['рис'], 'Latin': ['ris'], 'Slovene': ['rȋs (tonal orthography)'], 'Old Czech': ['rys'], 'Czech': ['rys'], 'Moravian (Mistřice)': ['ris'], 'Kashubian': ['ris'], 'Polish': ['ryś'], 'Slovak': ['rys'], 'Upper Sorbian': ['lys'], 'Lower Sorbian': ['lys']}"
vъnъ,16642,von,66.66666666666667,3,True,"Disputed:

Meillet, Mladenov: From an amalgamation of Proto-Indo-European *úd (“out”) +‎ h₂nu (“on, at”), nearly exact cognate with Proto-Germanic *ūtanē (“outside of”). First element akin with Proto-Slavic *vy(d) (“out”), second with Proto-Slavic *na (“on”).
Vasmer, Zubatý: From reanalysis of Proto-Indo-European *wónm̥ (“alien, external space”), cognate with Sanskrit वन (vána, “wood”).
Trautmann, Snoj: Related to Proto-Slavic *voňь (“smell, odour”), perhaps from Proto-Indo-European *h₂enh₁- (“to breath”) or from a nasal infix of *h₂weh₁- (“to blow wind”), via semantic development odour → air, athmosphere → open/unbounded space, outside. Cognate with Old Prussian winna (“air”).
","{'Old East Slavic': ['вънъ', 'вонъ'], 'Russian': ['вон'], '→ Polish': ['won'], 'Ukrainian': ['вон (', '“get out!”) (interjection)'], 'Old Church Slavonic': ['вънъ', 'вьнъ'], 'Bulgarian': ['вън'], 'Macedonian': ['вон'], 'Cyrillic': ['ван'], 'Latin': ['vȁn'], 'Slovene': ['vən (tonal orthography)'], 'Old Czech': ['ven'], 'Czech': ['ven'], 'Kashubian': ['wen'], 'Old Polish': ['wen'], 'Slovak': ['von'], 'Lower Sorbian': ['wen'], 'Upper Sorbian': ['won']}"
bъrtь,1162,brť,66.66666666666667,3,True,"Inherited from Proto-Balto-Slavic *búrˀtis, *búrˀtas, from Proto-Indo-European *bʰerH- (“to bore, to drill”) + *-tь. Cognate with Latvian burts (“letter, mark”), Lithuanian bùrtas (“lot”), bùrtis (“sign”). Further related to Latin forāmen (“opening”).

","{'Old East Slavic': ['бърть', 'борть'], 'Belarusian': ['борть'], 'Russian': ['борть'], 'Ukrainian': ['борть'], 'Slovene': ['brt (possibly via Czech)'], 'Old Czech': ['brt f'], 'Czech': ['brť'], 'Kashubian': ['barc'], 'Old Polish': ['barć'], 'Polish': ['barć'], 'Slovak': ['brt']}"
kadь,4689,kaď,66.66666666666667,3,True,"Probably borrowed from Ancient Greek κάδιον (kádion), a diminutive form of Ancient Greek κάδος (kádos, “bucket, jar”), of Semitic origin. Also borrowed in Latin cadus (“bottle, jar”), whence English cade.
Maček, Miklošič, and Trubachev do not exclude a native origin due to the slight semantic difference from the Greek term and also because of (sparse) evidence for alternative ū-stem forms such as dialectal Russian ка́довь (kádovʹ, “cask”) (generalized from gen. of Proto-Slavic *kady). Possible origin (per Machek) from Proto-Indo-European *kādʰ- (“convex shape”), with hypothetical cognate Ancient Greek κηθίς (kēthís, “urn”).

","{'Belarusian': ['кадзь', 'кадка'], 'Russian': ['кадь (dialectal)', 'кадка (', '“tub”)'], 'Ukrainian': ['кадь (', '“measure of volume”) (historical)'], 'Old Cyrillic': ['кадь'], 'Glagolitic': ['ⰽⰰⰴⱐ'], 'Bulgarian': ['кад (dialectal)', 'каца'], 'Macedonian': ['каца'], 'Cyrillic': ['када'], 'Latin': ['káda'], 'Slovene': ['kȁd (tonal orthography)'], 'Old Czech': ['kád', 'kádcě'], 'Czech': ['káď', 'kádce'], 'Polish': ['kadź'], 'Slovak': ['kaďa'], 'Upper Sorbian': ['kadź'], 'Lower Sorbian': ['kaź']}"
motyľь,6883,motylj,66.66666666666667,3,True,,"{'Old East Slavic': ['мотꙑль'], 'Old Belarusian': ['мотыль[1]'], 'Belarusian': ['матыль'], 'Russian': ['мотыль'], 'Ukrainian': ['метелик'], 'Bulgarian': ['метил'], 'Cyrillic': ['мѐтӣљ'], 'Latin': ['mètīlj'], 'Chakavian (Orlec)': ['metũj (“certain noxious insect”)'], 'Chakavian (Crikvenica)': ['metũlj (“butterfly”)'], 'Chakavian (Kukljica)': ['metılj (“butterfly”)'], 'Chakavian (Grobnik)': ['metȗj (“butterfly”)'], 'Kajkavian (Varaždin)': ['mȩtȗl (“butterfly”)'], 'Slovene': ['metúlj (tonal orthography)'], 'Old Czech': ['motýl'], 'Czech': ['motýl'], 'Old Polish': ['motyl'], 'Polish': ['motyl'], 'Kashubian': ['mòtil'], 'Slovak': ['motýľ'], 'Upper Sorbian': ['mjetel'], 'Lower Sorbian': ['mjatel']}"
noťь,8150,noć,66.66666666666667,3,True,"From Proto-Balto-Slavic *náktis, from Proto-Indo-European *nókʷts.

","{'Old East Slavic': ['ночьBelarusian'], 'Old Novgorodian': ['ноць (Old Pskovian)'], 'Cyrillic': ['ноћ'], 'Glagolitic': ['ⱀⱁⱋⱐ'], 'Bulgarian': ['нощ'], 'Macedonian': ['ноќ'], 'Latin': ['nȏć'], 'Slovene': ['nọč (tonal orthography)'], 'Old Czech': ['noc'], 'Czech': ['noc'], 'Kashubian': ['noc'], 'Polabian': ['nüc'], 'Polish': ['noc'], 'Silesian': ['noc'], 'Slovak': ['noc'], 'Upper Sorbian': ['nóc'], 'Lower Sorbian': ['noc']}"
kolěja,5069,kolěja,66.66666666666667,2,True,"From *kolo +‎ *-ěja.

","{'Belarusian': ['каляя'], 'Russian': ['колея'], 'Ukrainian': ['колiя'], 'Old Czech': ['kolejě'], 'Czech': ['kolej'], 'Polish': ['kolej'], 'Slovak': ['koľaj'], 'Upper Sorbian': ['kolija'], 'Lower Sorbian': ['kоlеj']}"
pastuxъ,9979,pastyŕ,66.66666666666667,2,False,"From *pasti.

","{'Old East Slavic': ['пастухъ'], 'Old Ruthenian': ['пастухъ', 'постухъ'], 'Belarusian': ['пастух'], 'Ukrainian': ['пастух'], 'Russian': ['пастух'], 'Old Cyrillic': ['пастоухъ'], 'Bulgarian': ['пастух'], 'Macedonian': ['пастув'], 'Cyrillic': ['пастӯх'], 'Latin': ['pȁstūh'], 'Slovene': ['pastúh (tonal orthography)'], 'Czech': ['pastuch (obsolete)'], '⇒ Czech': ['pastucha (obsolete)'], 'Polish': ['pastuch'], 'Lower Sorbian': ['pastuch (obsolete)']}"
pьjanъ,10132,pijany,66.66666666666667,2,True,"From *piti (“to drink”).

","{'Old Ruthenian': ['пьꙗный', 'пъꙗный', 'пꙗный'], 'Belarusian': [""п'яны""], 'Ukrainian': [""п'яний""], 'Russian': ['пьяный'], 'Old Cyrillic': ['пиꙗнъ'], 'Glagolitic': ['ⱂⰹѧⱀⱏ'], 'Bulgarian': ['пиян'], 'Macedonian': ['пијан'], 'Cyrillic': ['пѝјан'], 'Latin': ['pìjan'], 'Slovene': ['pijàn (tonal orthography)'], 'Polish': ['pijany'], 'Lower Sorbian': ['рijаnу'], 'Upper Sorbian': ['рjаnу']}"
gъnati,3123,goniti,66.66666666666667,2,False,"From Proto-Balto-Slavic *gúntei, from Proto-Indo-European *gʷʰénti.

","{'Old East Slavic': ['гънати'], 'Belarusian': ['гнаць', '1sg. pres. ганю'], 'Russian': ['гнать', '1sg. pres. гоню'], 'Ukrainian': ['гнати', '1sg. pres. жену'], 'Church Slavonic': ['гънати (Russian)'], 'Old Cyrillic': ['гънати'], 'Glagolitic': ['[Term?]'], 'Bulgarian': ['гоня'], 'Cyrillic': ['гнати'], 'Latin': ['gnȁti'], 'Slovene': ['gnáti (tonal orthography)', '1sg. pres. žénem'], 'Old Czech': ['hnáti'], 'Czech': ['hnát', '1sg. pres. ženu'], 'Bohemian (Chod dialect)': ['hnát'], 'Polabian': ['zinĕ'], 'Old Polish': ['gnać'], 'Polish': ['gnać', '1sg. pres. gnam'], 'Slovak': ['hnať'], 'Slovincian': ['gnȧć'], 'Upper Sorbian': ['hnać'], 'Lower Sorbian': ['gnaś']}"
pastyrь,9975,pastuh,66.66666666666667,2,False,"Etymologically from *pasti (“to graze”) +‎ *-yrь. In later times, a secondary meaning cleric has been attached in some daughter languages, under the influence of Latin pāstor.

","{'Belarusian': ['пастыр'], 'Russian': ['пастырь', 'пастирь'], 'Ukrainian': ['пастир (', '“pastor”)'], 'Old Church Slavonic': ['пастꙑрь'], 'Bulgarian': ['пастир', 'arch. пастир (', '“pastor”)'], 'Cyrillic': ['пастир', 'пастијер'], 'Latin': ['pàstȋr', 'pàstijer'], 'Slovene': ['pastír (tonal orthography)'], 'Old Czech': ['pastýř'], 'Czech': ['pastýř'], 'Polish': ['pastyrz', 'pasterz'], 'Silesian': ['pastyrz'], 'Slovak': ['pastier'], 'Lower Sorbian': ['pastyŕ'], 'Upper Sorbian': ['pastyŕ'], '→ Hungarian': ['pasztor']}"
voďь,16589,vođ,66.66666666666667,2,True,"From *voditi (“to lead, conduct”) +‎ *-jь.
Compare Lithuanian vãdas, Czech vůdce, Slovak vodca, Upper Sorbian wodźićel, Lower Sorbian wjednik.

","{'Old East Slavic': ['вожь'], 'Old Ruthenian': ['вожь', 'вожъ'], '⇒ Rusyn': ['вожай'], 'Russian': ['вож'], 'Old Church Slavonic': ['вождь'], '→ Russian': ['вождь→ English'], '→ Rusyn': ['вожда'], '→ Ukrainian': ['вождь'], 'Bulgarian': ['вожд'], 'Cyrillic': ['вођ', 'вођа'], 'Latin': ['vȍđ', 'vȍđa'], 'Slovene': ['vòj'], 'Old Polish': ['wódz'], 'Polish': ['wódz']}"
kǫkoľь,5658,kųkolj,66.66666666666667,2,True,"(This etymology is missing or incomplete. Please add to it, or discuss it at the Etymology scriptorium.)

","{'Belarusian': ['куколь'], 'Russian': ['куколь'], 'Ukrainian': ['кукíль'], 'Bulgarian': ['къкъл'], 'Serbo-Croatian': ['kúkolj'], 'Chakavian (Brusje)': ['kȗkoj'], 'Chakavian (Liburnija)': ['kụkoj'], 'Kajkavian (Varaždin)': [""k'ukoļ""], 'Kajkavian (Ozalj)': ['kúkolj'], 'Slovene': ['kọkolj', 'kọkalj (tonal orthography)'], 'Rovte dialect (Črni vrh, Idrija)': ['kȗəkl'], 'Czech': ['koukol'], 'Polabian': ['kǫchǘöl'], 'Polish': ['kąkol'], 'Lesser Polish (Więciórka)': ['kǫkȯl'], 'Slovak': ['kúkoľ'], 'Lower Sorbian': ['kukel'], 'Upper Sorbian': ['kukel']}"
